2000074548512;3690;"FPÖ-Gesundheitssprecherin: Anti-Raucher-Volksbegehren ""unseriös"""
2000031342397;3670;EU will Anfang März bei Sondergipfel mit der Türkei über Flüchtlingsfrage beraten
2000026874618;3658;Nach Hasskampagne: Spar stellt Verkauf von Halal-Fleisch ein
2000022497300;3656;Flüchtlingsthema katapultiert Strache auf Platz eins
2000026343030;3648;Türkei schoss russisches Kampfflugzeug an syrischer Grenze ab
2000071489594;3634;Kunasek gegen Vorschlag Straches, Asylwerber in Kasernen zu stecken
2000057377980;3618;Zeichen stehen auf Neuwahlen: Volkspartei will Sebastian Kurz
2000070970935;3609;"Kurz: ""Staaten sollen allein über Aufnahme entscheiden"""
2000098026258;3605;"Fremdenpolizist zerkratzte Foto auf Visum: ""Deal with it"""
2000063563653;3604;Kurz will auch EU-Ausländern Sozialleistungen streichen
2000051669889;3600;US-Einreisestopp für Muslime lässt Iraner auf Wiener Flughafen stranden
2000084239344;3588;"Von 150 Euro im Monat leben? ""Sicher"", sagt Hartinger-Klein"
2000102386715;3582;"Welcher ""Austausch"" der Bevölkerung in Österreich tatsächlich stattfindet"
2000010972151;3580;Polizei untersagt sechs Kundgebungen rund um den Akademikerball
2000098937789;3568;IS-Kämpfer will heim nach Wien
2000067192673;3566;Causa Pilz: Die Zeit der alten, weißen Männer ist vorbei
2000097146278;3561;Der kleinlichste Grund, aus dem Sie Schluss gemacht haben?
2000072919592;3560;Für Strache hat Udo Landbauer die rote Linie noch nicht überschritten
2000053562077;3560;Vassilakou zu Asyl: Wien springt ein, wenn Bund Gelder kürzt
2000101499200;3553;"Ex-ÖVP-Chef Mitterlehner: ""Kurz hat die Rechten salonfähig gemacht"""
2000021703129;3552;Vier Wiener in Budapest wegen Schlepperei angehalten
2000097303922;3538;"FPÖ-Abgeordnete: ""Niemals damit abfinden, dass Gesetze uns behindern"""
2000037495444;3528;Wahlkarten ausgezählt: Alexander Van der Bellen ist Bundespräsident
2000076488850;3520;AMS-Bericht zufolge sind Migranten schwer vermittelbar
2000081246064;3511;Moscheenschließungen: Ratlose Muslime, besorgte Experten
2000036209341;3509;Red-Bull-Sender Servus TV stellt Betrieb ein, geplanter Betriebsrat als Mitgrund
2000010025274;3509;Stimmen in Politik für generelles Rauchverbot in Gastronomie mehren sich
2000071450581;3508;Regierungsklausur: ÖVP und FPÖ wollen Familienbeihilfe ins Ausland kürzen
2000075112435;3499;"Regierung plant ""echtes Nulldefizit"" für 2019 – massive Kürzungen bei AMS-Budget"
2000029221161;3497;18-Jährige in Wien vergewaltigt
2000100211871;3494;Terrorermittlungen gegen Identitären-Chef Sellner
2000022132846;3490;"Ungarn wirft Faymann ""Lügenkampagne"" vor"
2000094035225;3486;Mindestens 17.000 gingen in Wien gegen Türkis-Blau auf die Straße
2000077514504;3485;Mindestens zwei Tote nach Amokfahrt in Münster
2000023262809;3470;Diskussion zur Wien-Wahl: Politische Zwerge, Integration und Öffis
2000034232017;3467;Erzählen Sie Ihren Lieblingsfilm in einem Satz
2000050505888;3448;Richter: Bei Kopftuchverbot auch kein Kreuz im Gericht
2000037969432;3441;Regierung schafft sich mehr Spielraum bei Asylobergrenze
2000071308023;3437;Regierung stellte Jobbonus und Aktion 20.000 ein
2000086591539;3433;ÖVP schließt Dönmez nach sexistischem Tweet aus Parlamentsklub aus
2000063262535;3430;Pilz-Kandidat Noll will Religion aus den Schulen verbannen
2000066935004;3428;"Seite ""Die Wahrheit über Christian Kern"" kam von Ex-ÖVP-Funktionär"
2000075622476;3427;Empörung im Wiener Rathaus über ungarisches Ministervideo
2000033427820;3420;Attentate von Brüssel: Mitten ins Herz Europas
2000028662791;3416;Nach Köln-Übergriffen: Polizeipräsident wird in Ruhestand versetzt
2000037296943;3413;Hofer gegen Van der Bellen: Letztes Softduell in der Abenddämmerung
2000088998236;3412;"Maurer kündigt Berufung an: ""Notfalls gehe ich bis nach Straßburg!"""
2000067573767;3400;Sigrid Maurer zeigt Hasspostern den Mittelfinger
2000040196470;3382;Was jetzt? Fragen und Antworten zur Aufhebung der Präsidentschaftswahl
2000082576227;3381;Rund 100.000 demonstrierten in Wien gegen 12-Stunden-Tag
2000012822781;3371;Nur mehr drei Länder haben höheren Spitzensteuersatz
2000051257108;3370;"Anschlag in Wien ""zeitnah geplant"" – Verdächtiger bekannter Kleinkrimineller"
2000060991866;3369;Schweinefleischverbot im Kindergarten: Aufregung um TV-Bericht
2000080528405;3366;Regierung einigt sich auf Mindestsicherung neu: Maximal 863 Euro und Nachteile für Ausländer
2000013377642;3365;Airbus-Absturz in Südfrankreich: 150 Tote - Bergungsarbeiten fortgesetzt - Staatsanwalt ermittelt wegen fahrlässiger Tötung
2000027080862;3363;Halal-Fleisch: Nach Spar-Rückzieher nun Kampagne gegen Merkur
2000050008487;3359;Hackerangriffe: Russland wird laut Putin keine US-Diplomaten ausweisen
2000024101007;3358;"Ein Jahr Pegida: ""KZs leider derzeit außer Betrieb"""
2000063217603;3354;Mindestsicherung: Wenn Flüchtlinge mehr als Einheimische bekommen
2000040644478;3350;Frankreichs Griezmann verabschiedet Weltmeister Deutschland
2000091215195;3341;Postings: Regierung will Anonymität im Netz einschränken
2000039602764;3321;1:2 gegen Island, Österreich fährt nach Hause
2000083711542;3319;"Juncker zu Vilimsky-Aussagen: ""Ich verlange Respekt"""
2000103442116;3312;Kurz will Entlassung Kickls vorschlagen – Rücktritt aller FPÖ-Regierungsmitglieder droht
2000065663792;3306;Tödlicher Schuss auf Rekrut: Waffe musste aktiv repetiert werden
2000081143969;3304;Mord an Susanna erhöht Druck auf deutsche Politik
2000050869726;3300;Prölls Abschied mit Überraschungsmoment
2000049999723;3299;Wiener VP fordert völlige Freigabe der Ladenöffnungszeiten
2000098465439;3299;Wem gehört mein Bauch?
2000101843141;3291;"FPÖ Braunau dichtet über Ratten ""mit Kanalisationshintergrund"""
2000035985886;3287;"FPÖ: Van der Bellen hat ""linken Kampfauftrag"""
2000085768375;3277;Wie wäre Österreich ohne Migranten?
2000090217842;3277;Abschiebung aus Vorarlberg: Dreijähriger von Mutter getrennt
2000038961521;3272;Österreichs kapitaler Fehlstart gegen Ungarns Leidenschaft
2000103640150;3269;Kurz stürzen oder stützen? Was für und was gegen ein Misstrauensvotum spricht
2000100544145;3262;"Rassismus gegen Wiener Muslimin: ""Das ist mein Land, du Hure"""
2000099780600;3259;SPÖ wirft Hartinger-Klein Zwangsarbeitsfantasien vor
2000103404528;3258;Sebastian Kurz hat doch noch das Notwendige getan
2000104187440;3257;Umfragen sehen die ÖVP bei 38 Prozent
2000014312682;3254;"Häupl: ""Ich wüsste nicht, wofür ich mich entschuldigen soll"""
2000055110108;3251;Grüne trennen sich von Jungen Grünen
2000086305570;3247;Neues Buch von Thilo Sarrazin: Liebesheirat mit dem Vorurteil
2000028674916;3240;Van der Bellen: Ein nichtgrüner Grüner, der Präsident werden will
2000020400733;3232;"Langzeitarbeitslos in Wien: ""Die Wohnung wird zum Gefängnis"""
2000081199654;3220;Regierung will sieben Moscheen schließen, etliche Imame ausweisen
2000052287666;3217;Christian Kerns SPÖ strebt Mehrheit mit Grünen und Neos an
2000086128477;3204;"Berlin verurteilt ""Hetzjagden"" in Chemnitz, Verletzte bei Zusammenstößen an Montag"
2000065148407;3203;59 Tote und 527 Verletzte bei Attentat in Las Vegas – Sprengstoff und Waffen gefunden
2000028751060;3201;Deutschland erwartet 2016 eine Million Flüchtlinge
2000077112169;3200;In Österreich glauben mehr Menschen an Esoterik als an Gott
2000068057377;3199;Mindestsicherung in Wien: Schieder erwägt Wartefrist für Zuziehende
2000058351297;3197;"""Am Ende weiß nur Gott, wer ein guter Muslim ist"""
2000043948767;3196;"Muslima mit Kopftuch: ""Es sind die Vorurteile, die mich unterdrücken"""
2000045872712;3193;Kern gibt grünes Licht für Ceta: SPÖ will Handelsabkommen nicht blockieren
2000093340857;3187;"Strache: ""Wir Österreicher sprechen ja nicht zufällig Deutsch"""
2000044661181;3185;Studie: Schlechtere Jobchancen für Frauen mit Kopftuch
2000072972358;3183;Polizei beschlagnahmt Germania-Liederbücher – Verantwortlicher suspendiert
2000021511535;3167;Hunderte Flüchtlinge kamen aus Budapest in Wien an
2000103519155;3164;Kurz droht nach Absetzung Kickls ein Misstrauensantrag
2000041961501;3160;"Merkel weiter überzeugt: ""Wir schaffen das"""
2000072490711;3157;"Kurz kritisiert bei ""Maischberger"" Hetze gegen Reiche"
2000054765748;3149;"Mittelmeer-Mission: Kurz will ""NGO-Wahnsinn beenden"""
2000103699010;3148;Rendi-Wagner wird an Kurz scheitern
2000024868713;3143;FPÖ-Abgeordnete Winter stellt Rückzug in den Raum
2000083649732;3141;Neue Regeln für koscheres Fleisch gingen von SPÖ-Landesrat aus
2000036324395;3139;Mateschitz will Servus TV doch weiterführen
2000062425253;3128;Nach Tod eines Rekruten: Ermittlungen wegen fahrlässiger Tötung
2000028932832;3127;"Van der Bellen warnt vor ""größtmöglichem politischem Fehler"""
2000089290517;3125;Kurz setzt Schlepper und Hilfs-NGOs faktisch gleich
2000102804423;3118;"""Debile"": Böhmermann bei Staatsanwaltschaft angezeigt"
2000076308052;3115;Die Afghanen vom Wiener Praterstern
2000103378024;3115;Kurz ist mit der FPÖ gescheitert – und will trotzdem unser Vertrauen
2000083796296;3114;Nur 100 Familien erhalten 3.000 Euro oder mehr an Mindestsicherung
2000029052655;3114;"Mitterlehner: ""Müssen weg von Willkommenskultur"""
2000091499553;3111;Kurz gibt nun Vorarlberg Schuld an umstrittener Abschiebung
2000071570432;3107;Sozialministerin Hartinger rudert beim Arbeitslosengeld zurück
2000097696864;3105;Bluttat in Dornbirn: Trauer, Ärger und Unverständnis
2000046672817;3105;Polizei-Großaufgebot und zwei Festnahmen rund um rechten Kongress in Linz
2000049209396;3105;Syrien: Kämpfe in Ostaleppo beendet, Evakuierung verzögert sich
2000101585736;3103;Spindelegger und Pröll loben Kurz und werfen Mitterlehner linke Positionierung der ÖVP vor
2000042055276;3103;Rund 40.000 Menschen demonstrierten in Köln für Erdoğan
2000030445949;3099;Zehnjähriger Bub in Wiener Hallenbad vergewaltigt
2000066211780;3099;Grüne Mission gescheitert: Felipe und Lunacek gehen, Kogler kommt
2000088935716;3095;Über 880.000 unterstützen Don't smoke, 482.000 das Frauenvolksbegehren
2000055591589;3095;Mutmaßlicher Attentäter von Stockholm ist 39-jähriger Usbeke
2000051377360;3093;Flüchtlinge: 40 Prozent stellen laut Studie religiöse Gebote über Gesetze
2000071310782;3092;Nur jeder Vierte glaubt, dass Integration von Zuwanderern gelingt
2000040161914;3088;Präsidenten-Stichwahl dürfte gekippt werden
2000102575048;3085;Kanzler Kurz springt Gabalier zur Seite, dieser bedankt sich
2000038000614;3083;Obergrenze: Koalitionsparteien streiten über Asylzahlen
2000077539610;3077;"Viktor Orbán holt Zweidrittelmehrheit: ""Ungarn hat einen großen Sieg errungen"""
2000085891916;3063;Gudenus löst Hasswelle gegen Bezieher von Mindestsicherung aus
2000031583008;3062;"EU-Kommission: ""Österreich darf Flüchtlinge nicht durchwinken"""
2000059407936;3052;"Kurz kontert Kern: ""Bei der Balkanroute hat es auch geklappt"""
2000063992767;3047;ÖVP: Regelunterricht nur mit gutem Deutsch
2000071216235;3038;Finanzminister plant 2018 Kürzungen von 2,5 Milliarden Euro
2000021910616;3033;Mit einer Gala in die Glückseligkeit
2000056676445;3030;Warnung vor steigender Islamophobie: Wenige Daten, viel Gefühl
2000071526013;3028;Türkis-blaue Koalition präsentiert ihr Sparprogramm
2000014926303;3024;Kreationismus, eine Alternative zur Evolutionstheorie
2000100447919;3023;"Eltern: ""Nicht nach den Genitalien unseres Kindes fragen"""
2000065270825;3017;Causa Silberstein: SPÖ suspendiert mutmaßlichen Verbindungsmann
2000054442835;3015;Kurz will EU-Bürgern Sozialhilfe in ersten fünf Jahren verweigern
2000077450058;3013;Strache blitzt mit allgemeinem Kopftuchverbot ab
2000058462138;3006;Dönmez verlässt Grüne und bestätigt Interesse der ÖVP
2000040287125;2992;Tödlicher Raubüberfall in Wien: Zweiter Verdächtiger gefasst
2000030460070;2990;Umfrage: Alexander Van der Bellen Erster, Hundstorfer Letzter
2000078606627;2989;Vom syrischen Foltergefängnis nach Wien-Rudolfsheim
2000065140389;2979;Emotionale ATV-Elefantenrunde: Alle gegen Kern
2000080813349;2976;Neue Risse in der einst sauberen Fassade der Liste Pilz
2000051569813;2976;Trump will Mauer zu Mexiko mit Strafzöllen finanzieren
2000036100091;2974;TTIP-Leak befeuert Streit über Handelsabkommen
2000073027606;2967;NS-Liederbuch-Affäre bringt auch Strache unter Druck
2000011408285;2965;Offener transatlantischer Streit: USA und Europa ringen um Bewaffnung der Ukraine
2000024380033;2962;Verzweiflung und Verwirrung unter Flüchtlingen in Spielfeld
2000019681222;2956;Schelling: Arbeitsloseneinkommen in Österreich ist zu hoch
2000040744953;2942;Präsidentenwahl: FPÖ will Anzeigen einbringen
2000080736295;2940;"""Es reicht"": Kolba kündigt Mandatsverzicht an"
2000063214077;2939;Flüchtlingskosten deutlich höher als im Budget ausgewiesen
2000013871471;2936;Für 68 Prozent hat die Kirche keine Glaubwürdigkeit mehr
2000019790796;2934;Asylwerber-Höchststand: Knapp 4.300 Flüchtlinge in Traiskirchen
2000082093126;2933;Asylstreit in Europa eskaliert, deutsche Regierung wankt
2000034526876;2922;Mikl-Leitner vor Wechsel nach St.Pölten, Sobotka soll Innenminister werden
2000092838565;2920;"Asylberechtigter zu gekürzter Mindestsicherung: ""Es ist zu wenig"""
2000078106911;2914;Kinder exerzierten in Tarnuniform in Wiener Atib-Moschee
2000071880249;2910;"Kickl will Flüchtlinge ""konzentriert"" an einem Ort halten"
2000038620012;2909;Identitäre stürmten Vorlesung an Universität Klagenfurt
2000056997788;2909;"Van der Bellen zu Kopftuch-Sager: ""Ja, es war ein Fehler"""
2000068559049;2907;Koalitionspläne: Schulnoten wieder Pflicht, Ausbau der Ganztagsschule
2000062069059;2899;Pilz will Erbschaftssteuer und 35-Stunden-Woche
2000060637242;2897;"Mann tötete aus Hass auf FPÖ Ehepaar – Kanzler Kern ""tief bestürzt"""
2000062557900;2894;Toter Rekrut in Horn: Blutuntersuchung ergab akuten Infekt
2000102149156;2893;FPÖ verbreitet Foto von Müttern mit Kopftuch in Wiener Park
2000066745070;2893;Nach Unabhängigkeitserklärung: Entmachtung der katalanischen Regionalregierung amtlich
2000064697699;2889;Erste Elefantenrunde zeigte schwarz-blau-pinke Harmonie
2000062843629;2889;Messerattacke droht Finnland zu polarisieren
2000097604127;2888;Bierwirt will von Sigi Maurer nun 50.000 Euro
2000082114614;2887;Showdown in der europäischen Migrationspolitik
2000104185029;2885;Video mit mutmaßlicher Polizeigewalt: Polizei prüft Einsatz nach Klimademo
2000037515950;2883;"Van der Bellen: ""Bürgern ist Politik nicht egal"""
2000087224491;2880;In Österreich leben mehr Orthodoxe als Muslime
2000102973603;2876;"Kurz will ""Bevormundung"" durch Brüssel beenden und erntet scharfe Kritik"
2000104086108;2875;Halbe und andere Wahrheiten von Ex-Kanzler Kurz
2000033283916;2873;Flüchtlingshilfe: Bund will Spenden abkassieren
2000086246670;2870;Offenbar deutliche Mehrheit in EU-Umfrage für ewige Sommerzeit
2000070264017;2869;Schützenhöfer bedauert mögliches Aus für Rauchverbot
